municipio,latitude,longitude,mes,acidentes_previstos
"Município (-21.71, -47.48)",-21.7083,-47.478,Nov,200
"Município (-21.71, -47.48)",-21.7083,-47.478,Dez,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Jan,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Fev,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Mar,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Abr,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Mai,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Jun,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Jul,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Ago,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Set,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Out,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Nov,200
"Município (-21.72, -52.42)",-21.7159,-52.4221,Dez,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Jan,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Fev,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Mar,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Abr,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Mai,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Jun,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Jul,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Ago,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Set,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Out,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Nov,200
"Município (-21.72, -51.02)",-21.7182,-51.0215,Dez,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Jan,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Fev,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Mar,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Abr,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Mai,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Jun,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Jul,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Ago,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Set,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Out,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Nov,200
"Município (-21.72, -44.98)",-21.7218,-44.9849,Dez,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Jan,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Fev,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Mar,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Abr,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Mai,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Jun,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Jul,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Ago,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Set,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Out,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Nov,200
"Município (-21.72, -43.06)",-21.7232,-43.056,Dez,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Jan,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Fev,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Mar,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Abr,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Mai,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Jun,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Jul,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Ago,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Set,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Out,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Nov,200
"Município (-21.72, -48.69)",-21.7239,-48.6896,Dez,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Jan,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Fev,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Mar,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Abr,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Mai,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Jun,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Jul,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Ago,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Set,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Out,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Nov,200
"Município (-21.73, -50.72)",-21.7284,-50.7239,Dez,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Jan,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Fev,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Mar,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Abr,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Mai,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Jun,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Jul,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Ago,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Set,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Out,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Nov,200
"Município (-21.73, -48.11)",-21.7288,-48.1147,Dez,200
"Município (-21.73, -43.03)",-21.7304,-43.0334,Jan,200
"Município (-21.73, -43.03)",-21.7304,-43.0334,Fev,200
"Município (-21.73, -43.03)",-21.7304,-43.0334,Jun,200
"Município (-21.73, -43.03)",-21.7304,-43.0334,Ago,200
"Município (-21.73, -43.03)",-21.7304,-43.0334,Out,200
"Município (-21.73, -43.03)",-21.7304,-43.0334,Nov,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Jan,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Fev,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Mar,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Abr,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Mai,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Jun,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Jul,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Ago,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Set,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Out,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Nov,200
"Município (-21.73, -46.38)",-21.7308,-46.3833,Dez,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Jan,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Fev,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Mar,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Abr,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Mai,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Jun,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Jul,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Ago,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Set,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Out,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Nov,200
"Município (-21.73, -46.97)",-21.7309,-46.9743,Dez,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Fev,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Mar,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Mai,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Jun,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Jul,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Ago,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Set,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Out,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Nov,200
"Município (-21.74, -49.36)",-21.7396,-49.3604,Dez,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Jan,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Fev,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Mar,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Abr,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Mai,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Jun,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Jul,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Ago,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Set,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Out,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Nov,200
"Município (-21.74, -44.31)",-21.7411,-44.3117,Dez,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Jan,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Fev,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Mar,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Abr,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Mai,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Jun,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Jul,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Ago,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Set,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Out,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Nov,200
"Município (-21.74, -42.46)",-21.7412,-42.4574,Dez,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Jan,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Fev,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Mar,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Abr,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Mai,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Jun,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Jul,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Ago,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Set,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Out,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Nov,200
"Município (-21.76, -48.83)",-21.7562,-48.8319,Dez,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Jan,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Fev,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Mar,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Abr,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Mai,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Jun,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Jul,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Ago,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Set,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Out,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Nov,200
"Município (-21.76, -45.54)",-21.7579,-45.5391,Dez,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Jan,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Fev,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Mar,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Abr,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Mai,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Jun,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Jul,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Ago,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Set,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Out,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Nov,200
"Município (-21.76, -43.34)",-21.7595,-43.3398,Dez,200
"Município (-21.76, -42.81)",-21.7606,-42.8115,Abr,200
"Município (-21.76, -42.81)",-21.7606,-42.8115,Jul,200
"Município (-21.76, -42.81)",-21.7606,-42.8115,Ago,200
"Município (-21.76, -42.81)",-21.7606,-42.8115,Nov,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Jan,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Fev,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Mar,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Abr,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Mai,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Jun,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Jul,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Ago,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Set,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Out,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Nov,200
"Município (-21.76, -41.32)",-21.7622,-41.3181,Dez,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Jan,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Fev,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Mar,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Abr,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Mai,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Jun,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Jul,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Ago,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Set,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Out,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Nov,200
"Município (-21.77, -52.11)",-21.7651,-52.1111,Dez,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Jan,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Fev,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Mar,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Abr,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Mai,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Jun,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Jul,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Ago,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Set,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Out,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Nov,200
"Município (-21.77, -42.54)",-21.7671,-42.5375,Dez,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Jan,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Fev,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Mar,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Abr,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Mai,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Jun,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Jul,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Ago,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Set,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Out,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Nov,200
"Município (-21.77, -50.96)",-21.7695,-50.9633,Dez,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Jan,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Fev,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Mar,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Abr,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Mai,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Jun,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Jul,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Ago,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Set,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Out,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Nov,200
"Município (-21.77, -47.09)",-21.7708,-47.0852,Dez,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Jan,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Fev,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Abr,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Mai,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Jun,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Jul,200
"Município (-21.77, -45.84)",-21.7735,-45.8421,Dez,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Jan,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Fev,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Mar,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Abr,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Mai,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Jun,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Jul,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Ago,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Set,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Out,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Nov,200
"Município (-21.78, -48.57)",-21.7765,-48.5705,Dez,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Jan,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Fev,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Mar,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Abr,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Mai,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Jun,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Jul,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Ago,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Set,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Out,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Nov,200
"Município (-21.78, -50.79)",-21.7792,-50.7949,Dez,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Jan,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Fev,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Mar,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Abr,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Mai,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Jun,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Jul,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Ago,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Set,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Out,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Nov,200
"Município (-21.78, -48.18)",-21.7845,-48.178,Dez,200
"Município (-21.79, -49.28)",-21.7866,-49.2848,Jan,200
"Município (-21.79, -49.28)",-21.7866,-49.2848,Jun,200
"Município (-21.79, -49.28)",-21.7866,-49.2848,Jul,200
"Município (-21.79, -49.28)",-21.7866,-49.2848,Ago,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Jan,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Fev,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Mar,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Abr,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Mai,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Jun,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Jul,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Ago,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Set,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Out,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Nov,200
"Município (-21.79, -45.7)",-21.7891,-45.6999,Dez,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Jan,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Fev,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Mar,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Abr,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Mai,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Jun,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Jul,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Ago,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Set,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Out,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Nov,200
"Município (-21.78, -45.97)",-21.78,-45.9658,Dez,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Jan,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Fev,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Mar,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Abr,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Mai,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Jun,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Jul,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Ago,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Set,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Out,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Nov,200
"Município (-21.78, -46.57)",-21.78,-46.5692,Dez,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Jan,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Fev,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Mai,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Jul,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Ago,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Set,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Out,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Nov,200
"Município (-21.8, -51.18)",-21.7959,-51.1824,Dez,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Jan,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Fev,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Mar,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Abr,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Mai,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Jun,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Jul,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Ago,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Set,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Out,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Nov,200
"Município (-21.8, -49.93)",-21.7961,-49.9312,Dez,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Jan,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Fev,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Mar,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Abr,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Mai,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Jun,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Jul,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Ago,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Set,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Out,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Nov,200
"Município (-21.8, -50.88)",-21.7968,-50.8793,Dez,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Jan,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Mar,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Abr,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Mai,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Jun,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Jul,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Ago,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Set,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Out,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Nov,200
"Município (-21.8, -50.24)",-21.7969,-50.2415,Dez,200
"Município (-21.8, -42.94)",-21.7986,-42.9424,Mar,200
"Município (-21.8, -42.94)",-21.7986,-42.9424,Jun,200
"Município (-21.8, -42.94)",-21.7986,-42.9424,Dez,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Jan,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Fev,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Mar,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Abr,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Mai,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Jun,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Jul,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Ago,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Set,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Out,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Nov,200
"Município (-21.8, -49.61)",-21.8031,-49.6092,Dez,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Jan,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Fev,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Mar,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Abr,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Mai,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Jun,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Jul,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Ago,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Set,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Out,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Nov,200
"Município (-21.8, -54.54)",-21.8033,-54.5427,Dez,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Jan,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Fev,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Mar,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Abr,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Mai,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Jun,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Jul,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Ago,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Set,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Out,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Nov,200
"Município (-21.82, -47.25)",-21.8235,-47.248,Dez,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Jan,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Fev,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Mar,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Abr,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Mai,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Jun,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Jul,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Ago,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Set,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Out,200
"Município (-21.83, -51.48)",-21.8314,-51.4832,Nov,200
