Estado;Município;Unidade de Saúde;Endereço;Contato;CNES
Pará;Vitoria do Xingu;Hospital Municipal de Vitoria do Xingu;Avenida Manoel Felix de Farias, s/n - Centro;(94) 3429-1241;2616181
Pará;Viseu;Hospital das Bem Aventuranças;Rua da Piçarreira, s/n - Piçarreira;Indisponível;4006429
Pará;Xinguara;Unidade de Pronto Atendimento de Xinguara;BR-155 Esquina com Avenida Hermes Dantas, s/n - Centro;(94) 99280-4653;7155840
Paraíba;João Pessoa;Hospital Universitário Lauro Wanderley;R. Tabeliao Estanislau Eloy, 585 - Castelo Branco;(83) 3206-0600;2400243
Paraíba;Guarabira;Hospital Regional de Guarabira;R João Pimentel Filho, S/N - Juá, Guarabira;(83) 3271-4933;2603802
Paraíba;Campina Grande;Hospital Regional de Emergência e Trauma Dom Luiz Gonzaga;R. Av. Mal. Floriano Peixoto, 1045, Malvinas - CEP 58432-809;(83) 3310-5850;2362856
Paraíba;Picuí;Hospital Regional de Picuí DR. Felipe Thiago Gomes;R. Francisco Pereira Gomes, 15, Monte Santo - CEP 58187-000;(83) 3371-2554;2757710
Paraíba;Monteiro;Hospital e Maternidade Santa Filomena;R. Epaminondas Azevedo, Centro - CEP 58500-000;(83) 3351-2204;2336812
Paraíba;Patos;Hospital Infatil Noaldo Leite;R. Hildo Menezes - Juá Doce - CEP 58704-540;(83) 3423-2501;2605481
Paraíba;Patos;Hospital Regional Deputado Janduhy Carneiro;R. Horácio Nóbrega, S/N, Belo Horizonte - CEP 58704-000;(83) 3423-2762;2605473
Paraíba;Piancó;Hospital Regional Wenceslau Lopes;Av. João Agripino Filho - Ouro Branco - Piancó - CEP 58765-000;(83) 3452-2201;2600331
Paraíba;Itaporanga;Hospital Distrital Dr. José Gomes da Silva;Av. Oswaldo Cruz, 183, Centro - CEP 58780-000;(83) 3451-3058;2341204
Paraíba;Catolé do Rocha;Hospital Regional Dr. Américo Maia de Vasconcelos;R. Castelo Branco, 349, Batalhão - CEP 58884-000;(83) 3441-2280;2592460
Paraíba;Cajazeiras;Hospital Regional de Cajazeiras Deputado José de Sousa Maciel;Rua Tabelião Antonio Holanda - Centro - Cajazeiras - CEP 58900-000;(83) 3531-3563;2613476
Paraíba;Princesa Isabel;Hospital Regional Deputado José Pereira de Lima;R. Teotônio Carlos de Andrade;(83) 3457-2585;2321637
Paraíba;Itabaiana;Hospital Regional de Itabaiana Sebastião Rodrigues de Melo;Av. Dep. Adauto Pereira da Silva - Nova Itabaiana - CEP 58360-000;(83) 3281-2640;6644996
Paraíba;Sousa;Hospital Regional Manoel Gonçalves de Abrantes;Rua José Fagundes de Lira, S/N, Jardins - CEP 58802-180;(83) 3522-6183;2504537
Paraná;Adrianópolis;CS Olímpio Gonçalves dos Santos;Rua Cassiano Rosa dos Santos, s/n - Centro;(41) 3678-1507;13102
Paraná;Agudos do Sul;US 24h Moysés Lupion;Rua Rui Barbosa, 179 - Centro;(41) 3624-1293;13129
Paraná;Almirante Tamandaré;Unidade de Saúde 24 horas Almirante Tamandaré;Rua Lourenço Angelo Buzato, 592 - Vila Santa Terezinha;(41) 3699-4840;7463529
Paraná;Altamira do Paraná;Hospital Municipal São Francisco;Rua João Alves Fernandes, s/n - Centro;(42) 3655-1254;2733528
Paraná;Altonia;Hospital Municipal de Altonia;Rua da Bandeira, 1080 - Centro;(44) 3659-1801;2781700
Paraná;Ampére;Hospital e Maternidade Santa Rita;Rua Visconde de Guarapuava, s/n - São Francisco;(46) 3547-1000;5621674
Paraná;Apucarana;Hospital da Providência;Rua Rio Branco, 518 - Centro;(43) 3420-1400;2439360
Paraná;Apucarana;HONPAR Hospital Norte Paranaense;Rodovia BR 218 Km 1, s/n - Rodovia;(43) 3275-0200;2576341
Paraná;Arapongas;Irmandade Santa Casa de Arapongas;Rua Calú, 155 - Centro;(43) 3172-4500;2576198
Paraná;Arapoti;Hospital Municipal 18 de Dezembro;Rua Saladino de Castro, 1575 - Centro;(43) 3557-1420;2687011
Paraná;Araruna;Hospital Público Municipal Dr. Moacir Micheletto;Rua Eraclides Alves Gouveia, 630 - Centro;(44) 3562-1244;109258
Paraná;Araucária;Centro de Saúde 24h NIS III;Rua Guilherme da Mota Correia, 55 - Centro;(41) 3614-1603;2753146
Paraná;Assis Chateaubriand;Hospital Beneficente Theodoro B. Beck;Rua Curitiba, 165 - Jardim América;(44) 3528-4228;4051165
Paraná;Assis Chateaubriand;Hospital São Lucas;Rua 15 de Novembro, 220 - Centro;(44) 3528-4321;4051181
Paraná;Balsa Nova;Centro Médico Bom Jesus;Rua Getúlio Vargas, 657 - Centro;(41) 3636-1212;13579
Paraná;Bandeirantes;Santa Casa de Misericórdia de Bandeirantes;Avenida Edelina Meneguel Rando, 1489 - Centro;(43) 3542-4483;2577410
Paraná;Barbosa Ferraz;Hospital Municipal Arnaldo Coneglian;Rua Bolívia, 151 - Vila Nova;(44) 3275-1791;3587010
Paraná;Bituruna;Hospital São Vicente de Paula;Avenida Bento Munhoz da Rocha Neto, 1299 - São Vicente;(42) 3553-8000;2549263
Paraná;Boa Vista da Aparecida;Hospital Municipal São José;Rua 22 de Dezembro, 1060 - Centro;(45) 3287-1552;6326269
Paraná;Bocaiúva do Sul;Hospital Santa Júlia;Rua Marechal Deodoro da Fonseca, 385 - Centro;(41) 3658-1278;2681498
Paraná;Borrazópolis;Hospital Municipal de Borrazópolis;Avenida Rio Grande do Sul, 102 - Centro;(43) 3452-1092;2573423
Paraná;Campina da Lagoa;Hospital e Maternidade N. Sra. Graças;Rua Firmo de Souza, 270 - Centro;(44) 3542-1135;2733285
Paraná;Campina Grande do Sul;Hospital Angelina Caron;Rodovia do Caqui, 1150 - Araçatuba;(41) 3679-8200;13633
Paraná;Campo do Tenente;Pronto Atendimento 24 horas São Luiz;Rua Maria Clara Brandão Tesseroli, 89 - Centro;(41) 3628-1284;13773
Paraná;Campo Largo;Centro Médico Hospitalar;Rua Adhemar de Barros, 3615 - Bom Jesus;(41) 3292-2944;13854
Paraná;Campo Largo;Hospital do Rocio;Rua Maria Aparecida de Oliveira, 599 - Loteamento São Jerônimo;(41) 3136-2515;13846
Paraná;Campo Mourão;Hospital Santa Casa de Misericórdia;Rodovia PR-558, s/n - Área Urbanizada;(44) 3810-2100;14109
Paraná;Candói;Instituto de Saúde Santa Clara;Rua Pedro Rocha de Abreu, 193 - Centro;(42) 3638-1157;2742020
Paraná;Capanema;Hospital do Sudoeste;Rua Tupinambás, 191 - Centro;(46) 3552-1441;2586061
Paraná;Capitão Leônidas Marques;Hospital Nossa Senhora da Aparecida - APMI;Rua Pedro Dalibra, s/n - Cidade Baixa;(45) 3286-1215;2571811
Paraná;Cascavel;Hospital Universitário do Oeste do Paraná (HUOP);Avenida Tancredo Neves, 3224 - Santo D'Onofre;(45) 3321-5151;2738368
Paraná;Cascavel;Hospital de Ensino São Lucas (FAG);Rua Engenheiro Rebouças, 2219 - Centro;(45) 3219-6464;2738309
Paraná;Cascavel;Hospital do Coração;Rua Carlos de Carvalho, 4191 - Centro;(45) 3039-4848;2738252
Paraná;Castro;Hospital da Cruz Vermelha de Castro;Rua Doutor Otavio Novaes Jr, 190 - Jardim Social Arapongas;(42) 3233-8000;2683210
Paraná;Castro;Unidade de Pronto Atendimento Moacir Elias Fadel;Rua Renato Menarim (prolongamento), s/n - Rio Branco;(42) 3906-2288;6914624
Paraná;Cerro Azul;Casa de Saúde Dr. Ênio Costa;Rua Barão do Rio Branco, 185 - Centro;(41) 3662-1284;2767678
Paraná;Céu Azul;Hospital Bom Samaritano;Rua Florianópolis, 2346 - Iguaçu;(45) 3266-1770;2572192
Paraná;Chopinzinho;Policlínica Chopinzinho - Instituto São Rafael;Rua Coronel Santiago Dantas, 4535 - Centro;(46) 3242-8181;7039344
Paraná;Cianorte;FUNDHOSPAR Fundação Hospitalar do Paraná;Rua Piratininga, 659 - Centro;(44) 3351-1470;2735989
Paraná;Cianorte;Hospital São Paulo;Rua Constituição, 489 - Centro;(44) 3019-1288;2733676
Paraná;Cianorte;UPA Unidade de Pronto Atendimento Bongiorno;Avenida Piauí, 201 - Zona 04;(44) 3637-3332;9000739
Paraná;Clevelândia;Associação Pro Saúde de Clevelândia;Rua São Sebastião, 483 - São Sebastião;(46) 3252-1144;2738120
Paraná;Contenda;Hospital e Maternidade Miquelina Franco e Elias Padilha;Rua Desembargador Lauro Lopes, 647 - Centro;(41) 3625-1131;15180
Paraná;Corbélia;Hospital Santa Simone;Rua Amor Perfeito, 220 - Centro;(45) 3242-1149;2738279
Paraná;Cornélio Procópio;Santa Casa de Cornélio Procópio;Avenida Nossa Senhora Rocio, 1165 - Centro;(43) 3520-1600;2582449
Paraná;Coronel Vivida;Instituto Médico Nossa Vida de Coronel Vivida;Rua Duque de Caxias, 312 - Centro;(46) 3232-1344;2595125
Paraná;Coronel Vivida;UPA I Unidade de Pronto Atendimento de Coronel Vivida;Rua Romário Martins, 154 - Centro;(46) 3232-4401;7096518
Paraná;Cruz Machado;Hospital Municipal Santa Terezinha;Avenida Presidente Getúlio Vargas, 310 - Centro;(42) 3554-1294;2549328
Paraná;Curitiba;UPA Boa Vista;Avenida Paraná, 3564 - Boa Vista;(41) 3251-1010;17396
Paraná;Curitiba;UPA Boqueirão;Rua Profª Maria de Assumpção, 2590 - Boqueirão;(41) 3217-1259;2438917
Paraná;Curitiba;UPA Cajuru;Rua Engenheiro Benedito Mario da Silva, 555 - Cajuru;(41) 3261-4099;5323436
Paraná;Curitiba;UPA Campo Comprido;Avenida Monsenhor Ivo Zanlorenzi, 3495 - Campo Comprido;(41) 3373-4955;2639548
Paraná;Curitiba;UPA CIC;Rua Senador Accioly Filho, 3370 - Cidade Industrial;(41) 3314-5121;5323495
Paraná;Curitiba;UPA Fazendinha;Rua Carlos Klemtz, 1883 - Fazendinha;(41) 3314-5112;2639467
Paraná;Curitiba;UPA Pinheirinho;Rua Leon Nicolas, s/n - Raso;(41) 3212-1471;3827836
Paraná;Curitiba;UPA Sítio Cercado;Rua Levy Buquera, 700 - Sítio Cercado;(41) 3378-6052;2639556
Paraná;Curitiba;UPA Tatuquara;Rua Jornalista Emílio Zolá Florenzano, 835 - Tatuquara;(41) 3349-2874;9214097
Paraná;Curiúva;Hospital Municipal;Rua Munhoz da Rocha, 307 - Centro;(43) 3545-2332;3024628
Paraná;Dois Vizinhos;Hospital Pró-Vida;Rua Inês Pinzon, 611 - Centro Norte;(46) 3536-6991;5232511
Paraná;Dois Vizinhos;Hospital São Judas;Rua Oswaldo Cruz, 55 - Centro Norte;(46) 3536-1121;2666626
Paraná;Doutor Ulysses;Pronto Atendimento Deputado Aníbal Khury;Avenida São João Batista, s/n - Centro;(41) 3664-1218;2681579
Paraná;Engenheiro Beltrão;Santa Casa de Misericórdia de Engenheiro Beltrão;Avenida Ivaí, 684 - Centro;(44) 3537-1388;2735962
Paraná;Fazenda Rio Grande;Hospital e Maternidade Nossa Senhora Aparecida;Avenida Francisco Claudino dos Santos, 430 - Iguaçu;(41) 3627-1122;17574
Paraná;Foz do Iguaçu;Hospital Municipal Padre Germano Lauk;Rua Adoniran Barbosa, 370 - Jardim das Bandeiras;(45) 3521-1951;5061989
Paraná;Francisco Beltrão;Hospital Regional do Sudoeste;Rodovia Contorno Sul, 200 - Água Branca;(46) 3520-9200;6424341
Paraná;Francisco Beltrão;Policlínica São Vicente de Paula;Rua Vereador Romeu Lauro Werlang, 1343 - Centro;(46) 3520-1616;2666723
Paraná;General Carneiro;Pronto Atendimento de General Carneiro;Rua Presidente Castelo Branco, 497 - Monte Castelo;(42) 3552-1211;9358129
Paraná;Goioerê;Pronto Atendimento de Goioerê;Avenida Bento Munhoz da Rocha Neto, s/n - Santa Casa;(44) 3522-2783;2734893
Paraná;Grandes Rios;Hospital Municipal Victor de Souza Pinto;Avenida Brasil, 822 - Centro;(43) 3474-1381;2573318
Paraná;Guaíra;Unidade de Pronto Atendimento;Rua Osvaldo Cruz, 1070 - Centro;(44) 3642-1833;7541228
Paraná;Guaíra;Hospital Beneficente Assiste Guaíra;Rua Comandante Morães Rêgo, 130 - Centro;(44) 3642-1503;2810123
Paraná;Guaraniaçu;Hospital Santo Antônio;Rua Rio Grande do Sul, 182 - Centro;(45) 3232-1391;2572443
Paraná;Guaraniaçu;Hospital de Caridade São Vicente de Paulo;Avenida Abilon de Souza Naves, 122 - Centro;(45) 3232-1422;2573075
Paraná;Guarapuava;Hospital Santa Tereza;Rua Marechal Floriano Peixoto, 1059 - Centro;(42) 3621-7800;2741989
Paraná;Guaraqueçaba;Hospital Regional do Litoral Lucy Requião de Mello e Silva;Rua Pedro Alves, 1283 - Centro;(42) 3621-6200;6903967
Paraná;Guaratuba;Pronto Atendimento Municipal;Rua Guilherme Pequeno, s/n - Cohapar;(41) 3472-8666;2680963
Paraná;Ibaiti;Fundação Hospitalar de Saúde Municipal de Ibaiti;Rua Francisco de Oliveira, 692 - Centro;(43) 3546-2331;4053214
Paraná;Ipiranga;Hospital Municipal de Ipiranga;Rua Tereza de Jesus, s/n - Centro;(42) 3242-1878;2686740
Paraná;Iporã;Hospital e Maternidade Municipal Cyro Silveira;Rua Katsuo Nakata, 1779 - Centro;(44) 3652-1414;2738171
Paraná;Irati;Santa Casa de Irati;Rua Zeferino Bittencourt, 1111 - Centro;(42) 3423-1311;2783789
Paraná;Irati;Hospital Agnus Dei;Rua Albino Grigoletti, 105 - Cansianas;(42) 3422-3564;6473687
Paraná;Iretama;Hospital Municipal Santa Rosa de Lima;Rua Geraldo Vieira Gomes, s/n - Centro;(44) 3573-1850;2733560
Paraná;Itaipulândia;Hospital Maternidade de Itaipulândia;Rua XV de Novembro, 2940 - Centro;(45) 3559-1151;2582627
Paraná;Itaperuçu;UAPSF Itaperuçu;Rua Alcides Gomes da Silva, s/n - Santa Maria;(41) 3603-3315;6767680
Paraná;Ivaí;Hospital Municipal de Ivaí;Rua Rio Branco, 406 - Centro;(42) 3247-1333;2687089
Paraná;Ivaiporã;Hospital Bom Jesus;Avenida Castelo Branco, 825 - Centro;(43) 3472-5311;2590727
Paraná;Ivaiporã;Instituto Lucena Sanchez;Avenida Brasil, 1725 - Centro;(43) 3472-5440;2590182
Paraná;Jaboti;Hospital Jaime Canet;Avenida Tiradentes, 25 - Centro;(43) 3622-1265;2781743
Paraná;Jacarezinho;Santa Casa de Misericórdia de Jacarezinho;Avenida Getulio Vargas, 1248 - Centro;(43) 3527-1022;2783800
Paraná;Jaguariaíva;Hospital Municipal Carolina Lupion;Rua Sebastião Xavier Sobrinho, 592 - Cidade Alta;(43) 3535-5070;2687038
Paraná;Jandaia do Sul;Pronto Atendimento Municipal;Rua Clementino Puppio, 566 - Centro;(43) 3432-1421;2573326
Paraná;Jesuítas;Hospital e Maternidade Jesuítas;Avenida Padre Viêira, 443 - Centro;(44) 3535-1084;2781751
Paraná;Joaquim Távora;Hospital Comunitário Dr. Lincoln Graça;Rua Tenente Ubirajara de Souza, 633 - Centro;(43) 3559-1344;2781719
Paraná;Jussara;Hospital Municipal de Jussara;Rua Independência, 410 - Vila João de Deus;(44) 3628-1935;2733463
Paraná;Kaloré;Hospital Municipal São Lucas;Rua Professora Onice de Melo Souza, 715 - Centro;(43) 3453-1188;2573415
Paraná;Lapa;Hospital Regional da Lapa São Sebastião;Rodovia do Xisto, Km 194, s/n - Colônia Wirmond;(41) 3547-8800;17663
Paraná;Laranjeiras do Sul;Hospital São Lucas;Rua XV de Novembro, 1113 - Centro;(42) 3635-1384;2742071
Paraná;Loanda;Hospital e Maternidade Municipal Seitugu Hirata;Rua Cristóvão Colombo, 67 - Centro;(44) 3425-2213;2753774
Paraná;Londrina;Hospital Universitário Regional do Norte do Paraná (CIATox - Londrina);Avenida Robert Koch, 60 - Vila Operária;(43) 3371-2244;2781859
Paraná;Manoel Ribas;Hospital Municipal Santo Antônio;Avenida Sete de Setembro, 1754 - Centro;(43) 3435-2142;2588242
Paraná;Marechal Cândido Rondon;Unidade de Pronto Atendimento Marechal Cândido Rondon;Rua Presidente Costa e Silva, 510 - Líder;(45) 3284-1351;9614990
Paraná;Marechal Cândido Rondon;Hospital Rondon;Rua Cabral, 985 - Centro;(44) 3284-7200;4053907
Paraná;Marechal Cândido Rondon;Hospital Municipal Dr. Cruzatti;Rua 12 de Outubro, 1382 - Centro;(44) 3254-1252;7117485
Paraná;Mallet;Hospital de Caridade São Pedro;Rua Vicente Machado, 548 - Centro;(42) 3542-1202;2554011
Paraná;Mandirituba;Hospital Municipal de Mandirituba;Praça Bom Jesus, 23 - Centro;(41) 3626-1133;17779
Paraná;Mangueirinha;Hospital São Judas Tadeu Associação Saúde de Mangueirinha;Rua Castro Alves, 699 - Centro;(46) 3243-1213;2595265
Paraná;Maringá;Hospital Universitário de Maringá - CIATox;Avenida Mandacaru, 1590 - Zona 7;(44) 3011-9431;2587335
Paraná;Marmeleiro;Hospital N. Sra. Graças;Avenida Dambros e Piva, 210 - Centro;(46) 3525-3336;2585367
Paraná;Marumbi;Hospital Municipal Bom Jesus;Avenida Tiradentes, 1090 - Centro;(43) 3444-1134;2572265
Paraná;Medianeira;Unidade de Pronto Atendimento 24h;Avenida Brasil, s/n - Itaipu;(45) 3264-8686;9198695
Paraná;Nova Aurora;Hospital Dr. Aurelio;Rua Alagoas, 305 - Centro;(45) 3243-1231;2573172
Paraná;Nova Cantu;Hospital Municipal Alvadi Monticelli;Rua Vereador Francisco de Morais, 399 - Centro;(44) 3527-1190;2733358
Paraná;Nova Esperança do Sudoeste;Hospital São Matheus;Rua Brasil, 90 - Centro;(46) 3546-1210;2587645
Paraná;Nova Prata do Iguaçu;Policlínica Nova Prata do Iguaçu;Avenida Iguaçu, 808 - Centro;(46) 3545-1214;2586088
Paraná;Nova Tebas;Hospital Municipal Dr. Antônio Pietrobon;Rua Luiza Laitner Moleta, 915 - Centro;(42) 99858-1735;2587823
Paraná;Palmas;Instituto Santa Pelizzari;Avenida Barão do Rio Branco, 1066 - Centro;(46) 3263-1181;2738287
Paraná;Palmeira;Hosp. Madre Tereza de Calcutá;Rua Francisco Cherobin, 299 - Vila Maria;(42) 3252-3637;2686910
Paraná;Palmeira;Santa Casa de Misericórdia;Rua Coronel Ferreira Ottoni Maciel, 166 - Centro;(42) 3252-3435;2686929
Paraná;Palotina;Hospital Municipal Prefeito Quinto Abrão Delazari;Rua Pioneiro, 348 - Centro;(44) 3913-1084;4054695
Paraná;Paranaguá;Hospital Regional do Litoral;Rua Presidente Getúlio Vargas, 222 - Palmital;(41) 3420-7400;2687127
Paraná;Paranavaí;Santa Casa de Paranavaí;Rua Rio Grande do Sul, 2425 - Centro;(44) 3421-8300;2754738
Paraná;Pato Branco;ISSAL Instituto de Saúde São Lucas;Rua Dr. Silvio Vidal, 67 - Centro;(46) 3220-3544;17884
Paraná;Pato Branco;Policlínica Pato Branco;Rua Pedro Ramires de Mello, 361 - Centro;(46) 2101-2101;17868
Paraná;Pato Branco;UPA 24h;Rua Marechal Deodoro, 2021 - Cristo Rei;(46) 3225-1032;7759967
Paraná;Paulo Frontin;Hospital São João Batista;Rua Rui Barbosa, 209 - Centro;(42) 3543-1102;2559188
Paraná;Piên;Centro de Saúde de Piên;Rua Belo Horizonte, 92 - Centro;(41) 2632-1291;18031
Paraná;Pinhais;UPA 24h Pinhais;Rua Renato Nunes Ribas, 731 - Centro;(41) 3059-9280;2822318
Paraná;Pinhalão;Hospital e Maternidade Santa Rita de Cássia;Rua Manoel Ribas, 315 - Centro;(43) 3569-1470;4054954
Paraná;Pinhão;Hospital Santa Cruz;Rua XV de Novembro, 800 - Centro;(42) 3677-1231;2742039
Paraná;Piraí do Sul;Hospital Municipal Santo Antonio;Rua Joanino Milléo, 49 - Centro;(42) 3237-6250;2687046
Paraná;Piraquara;UPA 24h Armando Neme Filho;Rodovia João Leopoldo Jacomel, s/n - Primavera;(41) 3590-3758;7309708
Paraná;Pitanga;Hospital São Vicente de Paulo;Rua João Gonçalves Padilha, 190 - Centro;(42) 3646-3144;2742098
Paraná;Planalto;Hospital N. Sra. de Lourdes;Rua Paraná, 1568 - Centro;(46) 3555-1143;2584832
Paraná;Ponta Grossa;Hospital Municipal Dr. Amadeu Puppi;Rua Augusto Ribas, 81 - Centro;(42) 3220-7800;2683202
Paraná;Porto Amazonas;Pronto Atendimento Municipal Menino Jesus;Rua Manoel Ribas, 85 - Centro;(42) 3256-1234;2687054
Paraná;Pranchita;Fundação Hospitalar da Fronteira Pranchita;Rua João Freddo esq. Avenida Capibaribe, 383 - Centro;(46) 3540-1270;2584573
Paraná;Pranchita;Hospital Santa Rosa;Rua Julio Giongo, 300 - Centro;(46) 3540-1942;2584808
Paraná;Prudentópolis;Hospital Sagrado Coração de Jesus;Rua Marechal Floriano Peixoto, 1377 - Centro;(42) 3446-1333;2742012
Paraná;Prudentópolis;Hospital Irmandade da Santa Casa;Rua Cândido de Abreu, 1400 - Centro;(42) 3446-1236;2743388
Paraná;Quedas do Iguaçu;Ambulatório Municipal Auri Antonio Sanson;Rua Quiri, 1666 - Centro;(46) 3532-1344;2572818
Paraná;Quitandinha;Hospital Cristo Rei;Rua Padre Francisco, 1450 - Centro;(41) 3623-1311;2817667
Paraná;Rebouças;Hospital de Caridade Dona Darcy Vargas;Rua Armando Costa, 619 - Centro;(42) 3457-1300;2554097
Paraná;Reserva;Hospital Menino Jesus;Rua Generoso Marques, 772 - Centro;(42) 3276-1273;2740575
Paraná;Reserva;Centro de Saúde de Reserva;Rua Benjamin Branco, 762 - Centro;(42) 3276-8600;2740478
Paraná;Ribeirão Claro;Santa Casa de Ribeirão Claro;Rua Zacarias Boueiri, s/n - Vila Gavioli;(43) 3536-1120;4055683
Paraná;Rio Azul;Hospital de Caridade São Francisco de Assis;Rua Coronel Hortêncio de Mello, 78 - Centro;(42) 3463-1212;2554429
Paraná;Rio Branco do Sul;Hospital Municipal de Rio Branco do Sul;Rua Generoso Marques, 414 - Centro;(41) 3973-8070;18600
Paraná;Rio Negro;Hospital Bom Jesus;Rua Capitão João Bley, 604 - Centro;(41) 3642-3470;18694
Paraná;Roncador;Hospital Municipal de Roncador;Rua São Paulo, 526 - Centro;(44) 3575-2516;7070179
Paraná;São José da Boa Vista;Hospital Municipal São José;Rua Coronel Francisco Lopes, 63 - Centro;(43) 3565-1224;2781824
Paraná;Salto do Lontra;Hospital Nossa Senhora de Fátima;Avenida Bertinho Warmling, 904 - Centro;(46) 3538-1180;2585340
Paraná;Santa Helena;Fundação Atitude;Avenida Rio Grande do Sul, 1030 - Centro;(45) 3268-3019;5288541
Paraná;Santa Izabel do Oeste;Casa de Saúde Santa Izabel do Oeste;Rua Angico (esq c/ Louro), 801 - Centro;(46) 3542-1177;2583712
Paraná;Santo Antonio da Platina;Hospital Municipal Nossa Senhora da Saúde;Praça São Benedito, 251 - Centro;(43) 3534-4212;2781816
